X,Y,id,CMAUID,CTUID
-79.130212573048,43.831750273681,35180487,535,5350803.06
-79.1273284103837,43.8303089365979,35180488,535,5350803.06
-79.128582298128,43.828037112095,35180489,535,5350803.06
-79.1250144333853,43.8254875491425,35180490,535,5350803.05
-79.1210978191289,43.8278124964795,35180491,535,5350803.05
-79.1232979106461,43.8312912283312,35180492,535,5350803.06
-79.1224506276931,43.8232032787017,35180493,535,5350803.05
-79.1254099994437,43.818349364654,35180494,535,5350803.03
-79.1195224825138,43.8194645435061,35180495,535,5350803.03
-79.1211145731285,43.8160437611686,35180496,535,5350803.03
-79.130103428034,43.8153525908147,35180497,535,5350803.03
-79.1323265301842,43.8123681036422,35180498,535,5350803.03
-78.8728995856402,43.8882462743491,35180177,532,5320004.02
-78.8709975509667,43.8898192703142,35180179,532,5320004.02
-78.9144507128993,43.8977278039767,35180229,532,5320101.02
-78.9151486799497,43.9027023526799,35180230,532,5320101.02
-78.9176046583973,43.9019849275781,35180231,532,5320101.02
-78.9201509945484,43.8995499078499,35180232,532,5320101.03
-78.9227689876804,43.9023241375582,35180233,532,5320101.03
-78.9229205996122,43.8973138037184,35180234,532,5320101.03
-78.927505214925,43.8997430890962,35180235,532,5320101.03
-78.9328961158589,43.8974161587698,35180236,532,5320101.04
-78.9290219279759,43.8958801075557,35180237,532,5320101.04
-78.927424675768,43.8921960491404,35180238,532,5320101.04
-78.9236269208808,43.8911403934098,35180239,532,5320101.03
-78.9222551623126,43.8935630502918,35180240,532,5320101.03
-78.9166993920098,43.8918584792454,35180241,532,5320101.03
-79.1121495840792,44.125159299544,35180018,535,5350831.01
-79.11620737159,44.1122111405563,35180019,535,5350831.01
-79.1176948588676,44.1070230742963,35180021,535,5350831.02
-79.1228409745962,44.1063865417803,35180022,535,5350831.02
-79.1360421998642,44.1088325123649,35180024,535,5350831.01
-79.133907034093,44.1051400759016,35180025,535,5350831.02
-78.8537599212285,43.8892115122705,35180158,532,5320005.00
-78.8510895995217,43.8866222220633,35180159,532,5320006.00
-78.8538416849106,43.8843210913325,35180160,532,5320006.00
-78.8509708346672,43.8808418670202,35180161,532,5320001.00
-78.8503945144717,43.8761308832096,35180162,532,5320001.00
-78.859824861407,43.8713177281676,35180166,532,5320002.02
-78.8619249408704,43.8753498184655,35180167,532,5320002.02
-78.8614087733608,43.8817842091069,35180169,532,5320004.01
-78.8672076242753,43.8814279709616,35180170,532,5320004.01
-78.8649146258352,43.8838883936899,35180171,532,5320004.01
-78.8730374819407,43.8827808061311,35180172,532,5320004.01
-78.8746924409569,43.8806906774097,35180173,532,5320004.01
-78.8716431661386,43.8792530079228,35180174,532,5320004.01
-78.8829072860026,43.8797624769199,35180175,532,5320003.01
-78.9195445064689,43.9070294223827,35180305,532,5320105.10
-78.9145629946302,43.9067737823927,35180306,532,5320105.10
-78.9101024955258,43.9030281768472,35180307,532,5320101.02
-78.90392629765,43.9097566598465,35180309,532,5320013.00
-78.9059690939398,43.9133589040235,35180310,532,5320013.00
-78.9066039316718,43.9166016728044,35180311,532,5320013.00
-78.8980255251709,43.920756323078,35180312,532,5320013.00
-78.8988984649288,43.9105497948608,35180313,532,5320013.00
-78.8884215082861,43.9127818139127,35180314,532,5320013.00
-78.8862438160867,43.9151316815807,35180315,532,5320013.00
-78.8813105090488,43.9178395176748,35180316,532,5320013.00
-78.8741601748586,43.917143177919,35180317,532,5320013.00
-78.8709605491538,43.918962162299,35180318,532,5320014.01
-78.8763724216208,43.9218253926246,35180319,532,5320013.00
-78.8736874548547,43.9243058357141,35180320,532,5320014.01
-79.0300891243756,43.8588393753948,35180366,535,5350812.00
-79.0279935594055,43.859228077029,35180367,535,5350812.00
-79.0311606115744,43.861382751752,35180368,535,5350805.06
